duration_seconds,hnr_mean,jitter_local,mfcc_10_max,mfcc_10_mean,mfcc_10_min,mfcc_10_std,mfcc_11_max,mfcc_11_mean,mfcc_11_min,mfcc_11_std,mfcc_12_max,mfcc_12_mean,mfcc_12_min,mfcc_12_std,mfcc_13_max,mfcc_13_mean,mfcc_13_min,mfcc_13_std,mfcc_1_max,mfcc_1_mean,mfcc_1_min,mfcc_1_std,mfcc_2_max,mfcc_2_mean,mfcc_2_min,mfcc_2_std,mfcc_3_max,mfcc_3_mean,mfcc_3_min,mfcc_3_std,mfcc_4_max,mfcc_4_mean,mfcc_4_min,mfcc_4_std,mfcc_5_max,mfcc_5_mean,mfcc_5_min,mfcc_5_std,mfcc_6_max,mfcc_6_mean,mfcc_6_min,mfcc_6_std,mfcc_7_max,mfcc_7_mean,mfcc_7_min,mfcc_7_std,mfcc_8_max,mfcc_8_mean,mfcc_8_min,mfcc_8_std,mfcc_9_max,mfcc_9_mean,mfcc_9_min,mfcc_9_std,path_depth,pitch_max,pitch_mean,pitch_min,pitch_std,rms_max,rms_mean,rms_min,rms_std,row_index,shimmer_local,signal_energy,signal_std,spectral_bandwidth_max,spectral_bandwidth_mean,spectral_bandwidth_min,spectral_bandwidth_std,spectral_centroid_max,spectral_centroid_mean,spectral_centroid_min,spectral_centroid_std,spectral_flatness_max,spectral_flatness_mean,spectral_flatness_min,spectral_flatness_std,spectral_rolloff_max,spectral_rolloff_mean,spectral_rolloff_min,spectral_rolloff_std,zcr_max,zcr_mean,zcr_min,zcr_std,target
10.0,9.953521546108183,0.0,34.6463623046875,6.811825388298629,-28.6376895904541,11.25213539653176,20.305274963378906,1.0199266631191912,-28.84900665283203,7.748484210122824,21.24620246887207,5.063104018902245,-12.902809143066406,6.198350652780199,21.93862533569336,-0.06266630229096824,-27.052490234375,8.236543687430554,-274.4468994140625,-449.86508519961814,-535.9807739257812,67.97701468402491,155.4287109375,80.69694498628854,-29.76259994506836,34.48235299448175,70.46363067626953,28.73338837174181,-4.915744304656982,16.33109076394986,87.58183288574219,15.218219892190287,-34.77015686035156,21.241866403789388,49.09544372558594,8.1596565580787,-36.098350524902344,13.071742994130242,42.95320129394531,15.02526285996833,-19.347021102905273,8.404924338291691,36.50126647949219,14.420533727866392,-29.32705307006836,9.560049714892045,35.501949310302734,12.169793060828988,-28.17064666748047,11.98810510285822,31.278892517089844,8.847002091880043,-24.822490692138672,11.012783454658948,4.0,500.0,91.8534679558833,50.0,56.17727151950879,0.022925209254026413,0.00811275668455639,0.0019115324830636382,0.004973157247783569,0,0.0,9.069849329534918e-05,0.009523209184408188,2688.867885856671,2042.6440829849928,1252.2188144424006,340.73343125059284,4881.3527922643025,1523.8447665699625,623.0771767040171,565.0337687266464,0.16007448732852936,0.00962294233464874,0.00029829234699718654,0.017232355728177783,7031.25,3759.185303514377,703.125,1542.99510542001,0.408203125,0.05536298172923323,0.0,0.05343110962266725,0
10.0,10.695843039253377,0.0,39.18906784057617,10.793876913551705,-22.151620864868164,9.370173391686818,26.126949310302734,4.743099027548355,-27.163684844970703,8.79915924930797,18.80957794189453,4.959001217739651,-24.38629722595215,5.856451328228241,21.203216552734375,2.751574294778486,-27.519824981689453,8.406687498297522,-177.28121948242188,-418.5479812865821,-535.9585571289062,89.47824816324005,191.59872436523438,83.21086015259496,-60.557003021240234,49.06021349313102,109.39921569824219,32.928285398779394,-30.319137573242188,25.990594807125238,95.42750549316406,15.071803461343716,-41.45160675048828,22.038925458116488,54.625465393066406,9.212725514421066,-67.65758514404297,15.9303107623672,49.91254425048828,12.017453240915039,-52.916526794433594,13.708539288950954,39.93741226196289,13.201331634681445,-33.10303497314453,11.571563503967448,37.075706481933594,13.91869928423589,-18.30535125732422,9.753193935351941,33.98419189453125,8.969091768653248,-23.45230484008789,12.373990569015364,4.0,500.0,122.99564205218692,50.0,133.27387413526088,0.19626079499721527,0.026342640236278955,0.0011707210214808583,0.03272381589667193,1,0.0,0.001767630223184824,0.04204319417476654,2839.317154899325,1787.0864829082182,492.4894320800356,483.5832801470917,4775.1257314030445,1204.7279505507631,146.00677225288615,687.6621264587129,0.06242276728153229,0.004882430882587189,8.182466444850434e-06,0.007929176000812006,6843.75,2791.5585063897765,31.25,1790.4593395758382,0.3330078125,0.036045452276357824,0.0,0.04575261084285184,0
10.0,7.8636904411997,0.0,28.899213790893555,8.691870631786962,-16.16175651550293,8.25484886740519,25.004703521728516,3.7958288919716217,-20.37798309326172,7.666861861074552,20.869895935058594,2.963371616297256,-17.095855712890625,6.8676483670162325,26.367767333984375,3.0673764761739646,-20.690696716308594,7.650412519368223,-253.59225463867188,-446.7246510563567,-693.4915771484375,72.80359309242955,141.01907348632812,80.53210524591013,-24.450544357299805,30.286108458196438,71.57017517089844,17.758250303828298,-70.44216918945312,25.791992579080745,106.15017700195312,20.565706957072116,-21.881301879882812,23.63784189942986,41.50813293457031,0.5757885886647831,-60.22937774658203,19.602480079460022,48.98719787597656,11.425181926439365,-33.12685012817383,12.692017292986247,38.030555725097656,13.918057119503569,-20.69388198852539,9.6976182908352,33.317344665527344,7.797703447242895,-25.786842346191406,12.899771368048059,25.26883316040039,8.03993874464553,-22.08804702758789,10.08215549258053,4.0,500.0,93.22944354309598,50.0,61.53833357001313,0.01950971968472004,0.006172553929217612,0.0011157229309901595,0.004272319580755669,2,0.0,5.6799148296704516e-05,0.007536521181464195,2738.8816152144263,1999.7339894498316,1201.3692390336244,395.53057261272073,4534.057363079638,1689.541428512132,807.9833244998715,522.6642548990428,0.11025388538837433,0.013388649523131752,0.0008495479705743492,0.015089761097507913,6742.1875,4003.8438498402556,875.0,1307.983090316854,0.373046875,0.0727991463658147,0.0283203125,0.0486076535365379,0
10.0,13.168577175727988,0.0,21.171546936035156,-1.068935850748239,-29.8697452545166,8.546792271650594,25.50039291381836,0.07894779141909017,-28.191307067871094,8.514292378385814,13.624689102172852,-3.2361241728543475,-22.88910675048828,7.216553349297101,24.61473274230957,-1.4014423196308148,-36.17426300048828,8.592794788026875,-166.17613220214844,-328.56290457728574,-468.23809814453125,80.01207683000554,146.59649658203125,79.45814434722209,-87.67169952392578,40.63867373114337,71.96986389160156,10.533044997781229,-96.43817901611328,34.139910505365464,95.60108947753906,22.092364467751864,-51.874481201171875,27.835294387117813,13.798582077026367,-17.15557475179172,-78.14213562011719,20.25538839622222,43.31166076660156,17.902613654970743,-14.512524604797363,11.636322428949796,28.606477737426758,-6.9963145017528685,-39.94429016113281,11.59524499476239,34.65431213378906,2.841881962391896,-28.371841430664062,11.400670304860082,38.63672637939453,-2.09178955162676,-25.221363067626953,10.589511074403118,4.0,500.0,177.4424845505592,50.726345032669265,53.497474261723596,0.06729768216609955,0.021301534782630947,0.004097326658666134,0.013166208514534438,3,0.0,0.0006293252226896584,0.024787453934550285,2743.6311316268457,1773.3460632333147,895.5821073663632,336.0113440230426,5081.694206465826,1809.4527254400325,804.4695298650826,817.653050821625,0.2009812593460083,0.01905574391227061,0.0007027428946457803,0.03375562630119927,7171.875,3776.9818290734825,1109.375,1283.0392987003843,0.53564453125,0.09732240914536741,0.0107421875,0.0928916420561125,0
10.0,9.614803410070708,0.0,23.334793090820312,5.33638949135241,-22.89874267578125,6.96865322560626,17.37009048461914,-4.138189450096779,-26.85297393798828,8.223367378674823,19.007972717285156,-3.2846037518387785,-21.575044631958008,6.480339969549815,9.337479591369629,-7.95181781015457,-30.17025375366211,6.169705911957571,-215.97230529785156,-372.79429597214767,-604.586669921875,67.55054762988337,144.29164123535156,84.39383813519828,-59.602962493896484,33.99746424507639,87.97418212890625,29.489329703318806,-26.3023681640625,17.828492709014846,86.6757583618164,24.24107371456326,-39.807334899902344,19.988282820724834,49.51448440551758,0.29486605576789987,-57.723915100097656,15.376800454669889,49.835853576660156,15.435401958398545,-14.258988380432129,9.351925777259178,26.910526275634766,-1.2754983480174702,-31.48052215576172,9.407095058787387,28.440309524536133,7.156776345623568,-23.3483829498291,9.039927901516497,15.117438316345215,-5.888511532411789,-28.484577178955078,7.590575924448418,4.0,500.0,127.24450778083303,50.0,52.026483046248224,0.03263024985790253,0.012058973196334541,0.002674146555364132,0.007821946014183446,4,0.0,0.00020813284208998084,0.013902476988732815,2897.580050836007,1957.2004819937729,1285.7021126141385,271.04213657629464,5329.682999294012,1707.9406397500256,841.4236708298865,755.5823772127757,0.16425807774066925,0.01704179414305479,0.0012065805494785309,0.023568816305582458,7101.5625,3912.090654952077,1109.375,1226.0994638837392,0.455078125,0.07571635383386581,0.0087890625,0.07423446943492572,0
10.0,11.834004413749962,0.0,26.314241409301758,1.3179302882081785,-31.589885711669922,10.789647679370704,21.003541946411133,-1.8563596046865938,-34.87107849121094,9.074794524996543,37.41410827636719,1.9931159144440018,-15.646232604980469,10.808812531610666,5.453824996948242,-13.156428039978488,-46.12273025512695,11.968504716493767,-145.04833984375,-358.1582182862888,-631.7741088867188,95.79186435338416,150.96763610839844,94.77715864577614,-39.02775955200195,28.956813801844195,59.17753982543945,7.751192796725435,-79.06367492675781,30.32812339348647,118.74534606933594,28.942914580003904,-22.196876525878906,27.346999286358965,31.691274642944336,-10.239588776335548,-65.12178039550781,18.57593977070149,48.62060546875,13.824494616482585,-21.897846221923828,13.979219555168855,32.73885726928711,2.832286157190038,-36.708404541015625,12.481764092167133,31.138187408447266,6.007521453280799,-34.62979507446289,12.737899570964254,23.559165954589844,-6.387312582554147,-48.65955352783203,9.694586159761476,4.0,473.2524573587538,115.54060473383923,50.0,53.84495553521732,0.06678152084350586,0.01911973294998391,0.003361915471032262,0.015405462067411778,5,0.0,0.0006050323718227446,0.02429727278649807,2567.2116704408672,1712.02726988269,1139.0824542322505,326.93745082820095,4788.903343518854,1503.7257732156766,664.6878044945322,551.3553831327853,0.11771417409181595,0.008949582786157954,0.00036048388574272394,0.013523568363008158,6226.5625,3405.076876996805,695.3125,1078.431525922349,0.49560546875,0.06592264876198083,0.0,0.07556764177619685,0
10.0,8.874331542839352,0.0,33.28127670288086,10.285334994070256,-13.564360618591309,7.622282197415085,16.077083587646484,0.04480439491165332,-32.812652587890625,9.494373106607672,20.422073364257812,5.349340656790108,-12.180410385131836,6.721556360350612,20.0831298828125,4.649618962321418,-16.495235443115234,6.060843686805156,-249.6280517578125,-434.0900962756465,-640.7276000976562,76.3013321870989,165.18438720703125,82.55438901003177,-69.03866577148438,38.22813935145749,84.4979248046875,25.757894891043442,-10.597490310668945,18.528536557418995,79.29838562011719,10.714987158013608,-42.37140655517578,20.74722384487793,35.701908111572266,5.8446886197160985,-38.572975158691406,15.900151850368001,39.80500030517578,14.965838178944663,-29.090221405029297,10.925660732146774,36.903541564941406,13.265990126318634,-29.716205596923828,11.044896641382941,34.13880157470703,18.253731549357454,-16.24408531188965,9.117570489821626,34.46577453613281,6.4570516953929165,-38.45696258544922,15.245559286040944,4.0,500.0,92.92091069294456,50.0,62.780925524874725,0.03334152698516846,0.011083711594783555,0.0017906911671161652,0.0068511822758935085,6,0.0,0.00017008873692248017,0.013041322119534016,2616.48540278128,1948.2422417856883,1156.3632350355992,322.27208282323005,4989.003419280867,1405.5782439659324,336.86516965375546,621.5078788859087,0.14145535230636597,0.008462881313937886,5.641719690174796e-05,0.017562490831117102,6671.875,3334.1902955271566,85.9375,1511.2983108513558,0.396484375,0.04981716753194888,0.00048828125,0.056394320219808,0
10.0,7.944675897430707,0.0,31.406089782714844,10.451809609802767,-12.846773147583008,7.797480555824945,32.1829833984375,5.250770798887308,-22.76529312133789,8.818622876896734,14.487699508666992,2.719488768341442,-18.90898895263672,6.620128906651212,27.413835525512695,2.4996131166411093,-21.426982879638672,7.387980875716326,-237.07614135742188,-442.5275471842708,-669.7068481445312,86.2761139350916,158.34878540039062,77.51813815576962,-45.6336784362793,35.82576941544048,96.70050811767578,19.69381829724906,-34.22093963623047,20.127160648782816,100.51441192626953,18.4228059697075,-42.70142364501953,21.025265355180487,50.683998107910156,4.807810741396377,-62.151275634765625,18.565234259384372,34.34552001953125,11.826769683974238,-17.10694122314453,10.023928741395858,35.183223724365234,8.680192774667526,-44.59651184082031,15.672294811139725,30.855772018432617,9.87374903409245,-33.701988220214844,12.112418171900941,29.08582305908203,7.7450670213364186,-30.995817184448242,12.191325490435053,4.0,500.0,109.21660381994367,50.0,91.61711371620346,0.022948460653424263,0.007648726066086477,0.0006064446642994881,0.005185016110199119,7,0.0,8.565817552153021e-05,0.00925515592098236,2961.189403037352,2036.2369689812906,1224.3958025066797,415.1161602334517,4800.926510725986,1675.9354768882595,846.107159408831,579.2658484217286,0.12503911554813385,0.011933345136756358,0.0006592416320927441,0.015602983969563278,6921.875,4046.6253993610226,1007.8125,1464.6004810320721,0.380859375,0.0629274410942492,0.0068359375,0.053101232012451725,0
10.0,11.204899319647819,0.0,29.290390014648438,2.0033840631334163,-20.37982177734375,9.35642995407055,17.333831787109375,-4.695597582279493,-32.184974670410156,9.355075815053985,13.897205352783203,-1.954057390697467,-24.15443229675293,6.678640264933501,21.90373992919922,-2.4128450458280195,-23.72188949584961,7.9833381143351305,-107.1884765625,-341.01128004762694,-627.1863403320312,91.06081898980639,158.07992553710938,89.5301142782449,-64.0931396484375,40.490834979220175,97.88967895507812,21.979400449286633,-67.48223876953125,30.2174570859863,95.04656982421875,30.733659130839495,-29.451194763183594,26.491651978277787,36.70301818847656,-4.485718714091153,-67.53614807128906,22.914063620404928,41.41481018066406,10.268116754845689,-21.81838607788086,13.1400197198411,25.699851989746094,1.7863187993677279,-36.873046875,11.569995071257596,33.12016677856445,9.737038741477381,-20.35744857788086,9.079660725785942,12.030698776245117,-9.154328394764528,-41.92189025878906,9.170744832455313,4.0,471.352098211139,125.86282416498675,50.0,66.45611721937051,0.07826915383338928,0.02106107675772422,0.0018404870061203837,0.015545338997138343,8,0.0,0.0006864797906018794,0.02592008374631405,2717.570435236641,1753.939068025693,1078.6040494451886,325.92895189695236,5411.663226209875,1580.5958506617171,576.5322676268046,851.6317971191727,0.18725644052028656,0.014995501360323387,0.00042756323819048703,0.025575298167201967,6875.0,3362.120607028754,593.75,1378.042990297363,0.64697265625,0.08451165634984026,0.0146484375,0.09572518140510032,0
10.0,10.554976805975135,0.0,24.542720794677734,3.7523541743762956,-29.763145446777344,10.125597511191744,24.828655242919922,-1.2462386894530761,-29.21410369873047,10.541805804135507,37.80132293701172,7.647079526235501,-15.002557754516602,10.820668349682942,17.870777130126953,-4.168563559913216,-31.115114212036133,9.433513083545659,-202.85064697265625,-358.45355858360995,-608.924072265625,62.23511881536077,165.0278778076172,105.17599001783913,3.4652256965637207,26.335172331197604,56.50168228149414,15.986976749980792,-36.31169891357422,17.07746607460549,81.18199920654297,27.513643558223407,-19.539793014526367,20.44664315318858,25.637073516845703,-5.051555516954047,-44.69109344482422,14.341379197520626,38.46907424926758,8.295851569301405,-43.06840133666992,12.844494477614976,20.43053436279297,-3.9619937332007833,-34.64749526977539,10.714051778975756,19.541297912597656,1.5935830531504969,-21.889875411987305,7.775316954656861,12.689359664916992,-8.061906610529263,-35.34300231933594,7.591675055213708,4.0,321.44528517332753,108.81193231315791,50.0,39.69211183703418,0.04146657884120941,0.014263024931541456,0.002097519114613533,0.009392721987289644,9,0.0,0.0002921579871326685,0.016651000827550888,2414.6406617839298,1699.0581052247726,1085.534905217525,285.03906214008174,3711.2842940660294,1352.9056789488302,686.1574537670982,416.9425197199442,0.10522039234638214,0.00970556701034361,0.0007066108519211411,0.011456035289026993,6054.6875,3036.516573482428,726.5625,1064.5600309480874,0.2724609375,0.06322696186102236,0.0029296875,0.03775685706485598,0
