duration_seconds,hnr_mean,jitter_local,mfcc_10_max,mfcc_10_mean,mfcc_10_min,mfcc_10_std,mfcc_11_max,mfcc_11_mean,mfcc_11_min,mfcc_11_std,mfcc_12_max,mfcc_12_mean,mfcc_12_min,mfcc_12_std,mfcc_13_max,mfcc_13_mean,mfcc_13_min,mfcc_13_std,mfcc_1_max,mfcc_1_mean,mfcc_1_min,mfcc_1_std,mfcc_2_max,mfcc_2_mean,mfcc_2_min,mfcc_2_std,mfcc_3_max,mfcc_3_mean,mfcc_3_min,mfcc_3_std,mfcc_4_max,mfcc_4_mean,mfcc_4_min,mfcc_4_std,mfcc_5_max,mfcc_5_mean,mfcc_5_min,mfcc_5_std,mfcc_6_max,mfcc_6_mean,mfcc_6_min,mfcc_6_std,mfcc_7_max,mfcc_7_mean,mfcc_7_min,mfcc_7_std,mfcc_8_max,mfcc_8_mean,mfcc_8_min,mfcc_8_std,mfcc_9_max,mfcc_9_mean,mfcc_9_min,mfcc_9_std,path_depth,pitch_max,pitch_mean,pitch_min,pitch_std,rms_max,rms_mean,rms_min,rms_std,row_index,shimmer_local,signal_energy,signal_std,spectral_bandwidth_max,spectral_bandwidth_mean,spectral_bandwidth_min,spectral_bandwidth_std,spectral_centroid_max,spectral_centroid_mean,spectral_centroid_min,spectral_centroid_std,spectral_flatness_max,spectral_flatness_mean,spectral_flatness_min,spectral_flatness_std,spectral_rolloff_max,spectral_rolloff_mean,spectral_rolloff_min,spectral_rolloff_std,zcr_max,zcr_mean,zcr_min,zcr_std,target
9.3,9.127390423574822,0.0,23.472475051879883,2.431236511345991,-27.25609588623047,7.780706715255821,11.91414737701416,-7.305087854720883,-29.599205017089844,9.337737310855092,16.702342987060547,-11.705977346837726,-37.52689743041992,13.537341405182305,15.168621063232422,-5.935488442631112,-21.723411560058594,6.507573099742444,-78.12683868408203,-320.63364662091755,-425.3727111816406,79.72856687202163,109.33543395996094,31.16201687171492,-20.176712036132812,36.31125988864714,57.48628234863281,2.956487870887178,-113.74627685546875,41.90683362399609,76.15422058105469,9.534509085297994,-53.02256393432617,32.4307381088869,50.535072326660156,12.790990119691157,-8.269488334655762,10.581306786069439,29.626392364501953,-16.22776366964853,-64.59960174560547,16.043304163805402,26.3509521484375,-0.7101617672599059,-42.42271041870117,11.210876744270703,22.088178634643555,-4.909526527619239,-35.540462493896484,12.36299789141761,10.66572380065918,-18.544220509398023,-59.814605712890625,17.83918222550929,3.0,500.0,159.3176146671032,51.786938466308406,92.57904458788227,0.1211826354265213,0.02235273038808423,0.0021947219502180815,0.021942247709207906,0,0.0,0.0010158021468669176,0.03182727098464966,2842.39495002903,2096.9614483754845,1083.9533938882814,371.79623050599406,4836.1124522552855,3003.5713757159233,1049.943235554067,1144.1809136034253,0.34476035833358765,0.1127569970812431,0.0013474096776917577,0.12327760233541463,7093.75,5284.283719931272,2078.125,1665.4281232342228,0.67529296875,0.33372261597938147,0.0009765625,0.21269232063196047,0
7.35,8.837492947605108,0.0,14.47536849975586,-0.5391917975052544,-26.139671325683594,7.281109206057742,9.849170684814453,-8.128193875811185,-26.59218978881836,7.728550263703525,21.385223388671875,-13.192702496958816,-34.546905517578125,11.367981463466622,10.56119155883789,-6.239850160544333,-25.61880874633789,5.6389035377074155,-104.47703552246094,-300.9973085486371,-429.1255187988281,81.19904956771519,105.54112243652344,41.158608345363454,-17.79783058166504,35.05583353122108,56.54585647583008,-7.435174314094627,-119.25,49.43245957489267,68.87127685546875,7.761700181986974,-54.09672546386719,37.07732361355931,59.463401794433594,17.381987202297086,-8.154547691345215,12.133330009133099,13.628719329833984,-22.15919695839934,-68.31210327148438,16.984829692539822,22.970928192138672,-3.7316408031660577,-33.6368293762207,11.799046414442842,25.44970703125,-0.6657269356691319,-26.195035934448242,12.091453633040059,13.609298706054688,-20.164320479268614,-61.33954620361328,19.369157944483845,3.0,500.0,160.6010148851072,51.77688032989521,79.46214596665781,0.12011806666851044,0.02535242310765645,0.0021888045594096184,0.02131058782257801,1,0.0,0.001098440494388342,0.03314272686839104,2687.3583508967567,2006.8411328212474,1004.698424056461,408.3413708585079,4843.9436923948215,2747.4620173307644,1557.9504704367555,1068.0933412058014,0.31190863251686096,0.08871439054871545,0.0032764053903520107,0.10332192016172466,7085.9375,4860.088315217391,2101.5625,1751.083064091045,0.67724609375,0.3066915760869565,0.05859375,0.18523143499572461,0
5.25,2.0716435702498446,0.0,7.57114315032959,0.7269738420392527,-7.176466941833496,3.1127069786095816,12.434976577758789,2.999166618152098,-5.091226577758789,3.226137402938946,13.29632568359375,5.80129061702526,-6.067440986633301,3.9512022404083633,0.8492288589477539,-5.879602471129461,-17.2344970703125,3.3134294335632593,-304.9166259765625,-420.6209524443655,-453.4809875488281,12.305531707690188,89.718505859375,-9.740300099777453,-18.516887664794922,10.340474649363328,59.65843963623047,35.86144332885742,15.754648208618164,4.393790951868619,31.479156494140625,-1.6804032333872534,-12.642070770263672,4.599462124499927,26.385738372802734,10.240572426535866,2.369879722595215,3.454428991810874,12.854545593261719,-1.7521962956497164,-8.573341369628906,3.7447556659155645,16.213956832885742,1.4882290959358215,-7.086304664611816,3.970171599478732,17.14865493774414,8.667743263100133,-5.411712646484375,3.5898558870521,5.090811729431152,-3.0112959538445327,-17.132339477539062,3.585667450754844,3.0,457.3454562304934,110.88708422859494,50.4848975632411,88.94057286814156,0.013907887041568756,0.003137002661683117,0.0016317471163347363,0.002628446359585451,2,0.0,1.7620273865759373e-05,0.004093357361853123,2914.8421339284455,2342.471269905985,2119.7404797193567,157.3492556811752,4895.0855589175935,4586.084648874644,1511.8010225501876,441.7755922907199,0.3055191934108734,0.22966840330962882,0.004182856529951096,0.0811429654551842,7132.8125,6983.522727272727,3945.3125,261.42798635524645,0.693359375,0.5730291193181818,0.0,0.2028530784552583,0
4.65,7.812475787004484,0.0,20.781410217285156,7.410037052332845,-12.130868911743164,7.157673858553008,16.894062042236328,-5.665167861783954,-26.876893997192383,9.46945708418216,17.205598831176758,-12.776378079840581,-31.321767807006836,11.48425775107255,11.449893951416016,-4.187885619393767,-17.38776206970215,5.285689660704872,-157.9767303466797,-288.1135124311055,-404.4389953613281,70.39881282616183,113.42900085449219,60.2111685504652,4.807756423950195,30.225282203395178,74.74897003173828,10.757963299751282,-71.15423583984375,46.044814240819385,77.21024322509766,16.71399655591135,-37.622764587402344,30.994802355596075,50.73835754394531,21.32953923511995,-8.986542701721191,11.366108764512393,19.90052032470703,-10.454900563987968,-53.0355224609375,17.207088305142463,31.164230346679688,2.5288855603908837,-29.659955978393555,13.995666260453003,18.46697998046875,-1.8483736498715126,-25.504955291748047,10.8105045080275,15.479421615600586,-13.347257055954573,-46.724525451660156,15.46538540658912,3.0,500.0,159.55615427628126,50.46938485625023,52.64634597750274,0.06871318072080612,0.02644364455434149,0.007070181891322136,0.014165395344747148,3,0.0,0.0009091619285754859,0.030137546360492706,2901.67296014909,2136.122192472538,1295.033719297432,486.32202007029434,3658.5687371237364,2202.674526050944,1177.9527629911258,563.2191559094762,0.17433689534664154,0.025455954387362995,0.002423797035589814,0.029149579668296725,6843.75,4559.075342465753,2242.1875,1661.3090836638205,0.25146484375,0.13531744970034246,0.0,0.051381788328393255,0
2.25,4.482193953252713,0.0,15.346044540405273,1.9591225925045954,-9.580053329467773,3.9552575430113466,12.133634567260742,1.1466945586070207,-14.909605979919434,5.9902254361949305,16.887380599975586,3.7836082611285464,-27.51502227783203,8.554736794438456,13.449745178222656,-4.750365556965412,-13.248929977416992,4.6616070428254135,-155.6685791015625,-385.4201210989079,-444.4241943359375,77.3132454686713,106.35661315917969,5.123696552196019,-19.433256149291992,34.60106714560455,45.07331848144531,19.08581685432246,-71.97958374023438,31.133455685432,24.32149314880371,-4.6721587600842325,-38.79621124267578,9.438071744683034,52.98878860473633,13.552992850122317,-0.7828333973884583,10.978182105004697,10.310714721679688,-6.594711989584104,-50.089927673339844,12.190371670665009,5.689730644226074,-7.552670017934181,-42.621238708496094,13.454158789591443,14.356389045715332,1.9337883742762283,-32.10150909423828,10.360341012735612,12.873614311218262,-5.1355385327003376,-21.568056106567383,6.689416520154986,3.0,466.2881653316204,109.24433201981692,50.16050969877751,67.88754163122319,0.05542474612593651,0.007828405731961027,0.0017288490198552608,0.013244440573572292,4,0.0,0.00023907558352220803,0.015462066978216171,2659.5375984535867,2193.868545764885,1308.841579098506,263.77652724419613,4844.179601209962,4176.921141017918,1544.9630100128443,1072.071690105295,0.32835450768470764,0.21635689936630742,0.007441643159836531,0.09190087798292229,7125.0,6405.479753521126,2343.75,1397.8458002788595,0.6845703125,0.5582430127640845,0.1328125,0.18527827399353872,0
2.7,5.3583644553674175,0.0,23.140893936157227,3.089848711122485,-22.457008361816406,6.7231979987103685,19.298105239868164,3.1994533700101515,-12.52624797821045,5.600707347846272,16.656909942626953,4.523436389249913,-7.957307815551758,4.049557352312328,12.871500015258789,-6.978102597769569,-25.163166046142578,6.360104615309646,-181.54270935058594,-391.0761101217831,-438.7926330566406,64.33221527127162,119.22557067871094,1.8630740951089297,-19.247005462646484,31.04765868339362,42.78940963745117,17.50997415149913,-68.80477905273438,29.762824017812264,12.324244499206543,-10.123140101748355,-61.620384216308594,13.92002367596377,46.86701202392578,13.376580384198357,0.7812936305999756,9.858193191044144,15.47877025604248,-2.390394676520544,-29.028018951416016,7.493695236993997,13.415074348449707,-7.288430317710428,-62.06232452392578,16.131203783973394,15.869072914123535,1.4317919093019822,-30.477005004882812,9.527746149440159,12.673351287841797,-3.5252188290743267,-20.978431701660156,6.420950038401959,3.0,462.29288139929406,139.7953055749329,50.154635826867256,113.4933622383684,0.04785674065351486,0.006264771519721869,0.0017016022466123104,0.010580288648376887,5,0.0,0.00015235431783366948,0.012343188747763634,2474.9217029391866,2217.4117464055676,1331.240188443484,239.1806496038968,4948.8123907151175,4261.478443741151,1512.4471579141054,939.7756645698984,0.3674583435058594,0.23256582516957733,0.006223732605576515,0.08311582637826533,7156.25,6503.125,1953.125,1371.8249605640183,0.693359375,0.5865981158088235,0.138671875,0.14067923714644934,0
2.55,1.3414490500772756,0.0,11.476153373718262,2.253246643021703,-7.936929702758789,4.576886073807374,19.74264907836914,5.198969200626015,-18.949481964111328,7.218788350182061,23.338918685913086,6.625285732746124,-21.714353561401367,8.847563986649709,8.613968849182129,-3.17137070922181,-11.191810607910156,4.567849317764182,-141.38845825195312,-391.2265779495239,-427.4607238769531,68.99329940018126,98.5352554321289,1.4178910464048387,-17.7830867767334,28.60100875205241,67.19378662109375,21.004943376779558,-103.88203430175781,38.22457802269963,25.700393676757812,-5.097734103724361,-42.225887298583984,10.491276063335413,33.21337890625,11.759496624767781,-0.42938560247421265,6.421443125906776,10.990177154541016,-3.699752759933472,-24.20924186706543,6.585916479014957,22.89006805419922,0.9038209594786167,-6.930641174316406,5.199916860420161,25.031612396240234,8.567891477420925,0.3992728292942047,4.5014663994823625,5.92605447769165,-3.922503711283207,-16.581722259521484,4.728598942233094,3.0,457.48949369186477,142.62797564790316,50.0,117.69814927660157,0.06098012626171112,0.009236532213981264,0.0019190898165106773,0.013961701620118604,6,0.0,0.00029287318466231227,0.017056383192539215,2938.708193154908,2309.2867168186726,1159.5606178610303,359.51162621215207,4867.743688442283,4063.0243159953025,1079.4402567853394,1002.896038985521,0.28355124592781067,0.17816951038839762,0.0017664043698459864,0.10623087282705639,7156.25,6490.13671875,2367.1875,1265.7604719584335,0.68310546875,0.463916015625,0.0,0.2538966555616646,0
3.3,4.992130301898836,0.0,15.44373893737793,1.5190355448195567,-9.645486831665039,4.288482480192304,13.393725395202637,4.0659310930910015,-7.008028507232666,3.7316037213467705,15.66735553741455,5.225090907456783,-6.0805583000183105,3.9852945697974476,9.905198097229004,-6.804262210543339,-31.94129753112793,6.1163288160368525,-144.60577392578125,-398.3845358628493,-460.6685485839844,60.084877028197965,130.66854858398438,-1.3066359672408838,-29.215829849243164,31.46963714377125,40.987728118896484,21.088764429092407,-80.48052978515625,28.983505068773187,7.547785758972168,-7.92477289458307,-68.07303619384766,15.225438040521228,43.45025634765625,12.986931420289553,1.5599784851074219,8.553957362372651,15.791109085083008,-2.448339360407912,-21.1284236907959,5.52999783220175,7.81981897354126,-4.032748873130633,-52.26531219482422,11.524660820163703,17.144357681274414,5.979823691913714,-24.7091064453125,7.5336573311231705,15.444341659545898,-3.1341856219447575,-23.339874267578125,5.116084309899448,3.0,482.91758492758504,118.42746502470852,50.153909753350156,92.37171373656079,0.0828290805220604,0.006847338091644745,0.001633373787626624,0.015469742736994386,7,0.0,0.00028865443891845644,0.016989829018712044,2411.16964158568,2217.74624731936,1078.848236872856,245.06923766335396,4897.000828484068,4372.879563284506,1421.4138062449408,844.5868725279171,0.3145447075366974,0.23690367137001325,0.003019144758582115,0.07571777227193753,7101.5625,6633.263221153846,1851.5625,1210.4289152422987,0.6962890625,0.5986985426682693,0.162109375,0.11543896469521182,0
3.0,4.404804071868276,0.0,7.565032005310059,-0.12380223903567233,-11.60523796081543,3.617904867381966,10.285961151123047,2.586675631873151,-8.352361679077148,4.200212740840696,13.348453521728516,5.9389578105604395,-3.5814127922058105,3.4451409684206795,2.022477626800537,-6.298504141416956,-21.136341094970703,3.746233685046876,-224.47756958007812,-408.5126784304355,-455.5800476074219,38.587510036064565,89.64567565917969,-5.6135063082613845,-26.4999942779541,20.94506129816095,41.92675018310547,28.413348944897347,-30.608795166015625,12.91566966186397,4.2247819900512695,-5.197860173405485,-21.901823043823242,4.01212080231497,21.90638542175293,9.637987593387036,3.0641086101531982,3.6043339408478237,6.615370750427246,-4.436898456291949,-56.12125778198242,10.894279056489722,8.356334686279297,-2.259863248768639,-40.75782775878906,8.68869197419584,14.807004928588867,5.609220621433664,-18.80891990661621,5.474011471106159,0.1926289200782776,-5.978214990585409,-24.47964096069336,4.306459591582656,3.0,500.0,98.86587684820708,50.62977529262333,52.45123984852368,0.02543214149773121,0.0035108611832293584,0.0015804310096427798,0.004538294143459507,8,0.0,3.305944846943021e-05,0.005749732255935669,2655.6675603971976,2269.6546323541743,1717.3379448885617,106.431969401848,4842.420285829767,4534.0918479188895,1711.9855793867382,629.2059508630867,0.34076496958732605,0.2529755600311972,0.01289284322410822,0.056715878671360735,7117.1875,6845.079787234043,2781.25,759.7367390090385,0.68603515625,0.6224495096409575,0.17626953125,0.09791744683821882,0
3.0,13.358588662877798,0.0,22.372032165527344,1.3647265424753756,-5.9352216720581055,4.5428241252377495,11.94721794128418,3.603914576642057,-13.627188682556152,4.813831095135061,12.137974739074707,3.1562339882267283,-17.969223022460938,6.923240538840429,0.6529579162597656,-9.02124180565489,-29.677600860595703,5.8956268580660005,-193.6655731201172,-394.8256201236806,-449.4715270996094,56.86054760622469,112.14291381835938,1.958963212814737,-17.166004180908203,29.65229929676437,40.07286834716797,21.544388642970553,-63.15247344970703,26.84002945437442,8.21323013305664,-7.758042331309395,-53.15655517578125,11.805093487543365,38.75151062011719,12.55364885101927,-2.171618700027466,9.500412571366327,14.074919700622559,-1.783390845310815,-10.057506561279297,4.4757277197031415,9.843095779418945,-2.2360169182908027,-36.491058349609375,7.726219160878288,11.712556838989258,3.908768436376085,-20.604000091552734,7.472097354138241,5.172839164733887,-6.603392347693443,-44.65443420410156,7.5979265183577125,3.0,267.5098005407212,115.50594689157396,51.7610284493588,50.92449741398276,0.06149037927389145,0.00731268126586888,0.0015876598190516233,0.013455904655638546,9,0.0,0.00023520780086982995,0.015336484648287296,2682.7921558120106,2241.2420583191965,1336.111642484696,236.2725068534316,4814.1335106347315,4242.065376000208,1464.2377391001405,966.9089563537545,0.3246350884437561,0.22322000080144944,0.0027322268579155207,0.0905064839268123,7093.75,6543.966090425532,2007.8125,1290.2829007243606,0.68017578125,0.5540537732712766,0.080078125,0.18188401371058302,0
